binding_id,row_type,row_id,bibtex_key,operation,kind,automaton_id,role,source,linked_strategy_ids,linked_error_ids,link_ids,evidence
misconception:38242:subtraction:smaller_from_larger_in_column,misconception,38242,JMB_Laupa_2000_Children's,subtraction,smaller_from_larger_in_column,subtraction:smaller_from_larger_in_column,deformation_misconception,strategy_misconception_links.notes;automaton_instance_bindings:error_row_mapper,245,,405,"smaller_from_larger_column: Children developed and applied their own incorrect rules for symbol manipulation, such as always subtracting the smaller digit from the larger regardless of position. | subtracting the smaller digit from the larger; smaller digit from the larger; regardless of position; always subtracting the smaller digit; incorrect rules for symbol manipulation | Children developed and applied their own incorrect rules for symbol manipulation, such as always subtracting the smaller digit from the larger regardless of position."
misconception:38245:fraction:whole_number_grab,misconception,38245,JMB_Norton_2015_Students',fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | When using letters to represent unknown quantities, students operating at Stage 2 write additive equations to represent multiplicative relationships because they do not use fractions or whole numbers as multipliers on unknowns."
misconception:38252:addition:round_without_adjusting,misconception,38252,JMB_Cooper_2003_Children's,addition,round_without_adjusting,addition:round_without_adjusting,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"round; rounded | Students rigidly focused on arithmetic calculation and accepted a fractional answer for a discrete, real-world context, failing to recognize the physical impossibility of a fractional lift trip."
misconception:38254:fraction:whole_number_grab,misconception,38254,JMB_PittaPantazi_2007_Secondary,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students blindly extended the prototype of exponents as repeated multiplication of whole numbers to expressions with fractional bases, incorrectly assuming the mechanistic procedures of integer bases applied universally without conceptual understanding of fractions."
misconception:38269:fraction:whole_number_grab,misconception,38269,JMB_Simon_2018_Promoting,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | When measuring a quantity with a unit that does not fit an exact whole number of times, students may not spontaneously think to partition the measuring unit to quantify the remainder, instead viewing the unit as simply too long."
misconception:38278:multiplication:context_free_fact_family_guess,misconception,38278,JMB_Norton_2015_Provoking,multiplication,context_free_fact_family_guess,multiplication:context_free_fact_family_guess,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"contextualized referent units; familiar multiplication facts; guess an answer; unit of units structure; entirely disconnected | When unable to construct a necessary unit of units structure, students may rely on familiar multiplication facts to guess an answer that is entirely disconnected from the contextualized referent units of the problem."
misconception:38279:fraction:whole_number_grab,misconception,38279,JMB_Boyce_2017_Dylans,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,strategy_misconception_links.notes;automaton_instance_bindings:error_row_mapper,948;962,,675;680,"whole_number_grab: Students may assimilate fractions using a parts-out-of-wholes scheme based entirely on whole numbers rather than coordinating fractional units, relying on physically removing pieces rather than establishing a multiplicative size relationship. | whole number; whole-number | Students may assimilate fractions using a parts-out-of-wholes scheme based entirely on whole numbers rather than coordinating fractional units, relying on physically removing pieces rather than establishing a multiplicative size relationship."
misconception:38305:fraction:whole_number_grab,misconception,38305,JMB_Lachance_2002_Helping,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students inappropriately applied a whole number rule to decimals, assuming that the decimal with the most digits after the decimal point is the largest."
misconception:38308:fraction:whole_number_grab,misconception,38308,JMB_Hunting_1997_Clinical,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; denominator; numerator | When interpreting a fraction of a discrete set, a student may use whole-number reasoning to view the numerator as the number of groups and the denominator as the number of items in each group."
misconception:38313:fraction:whole_number_grab,misconception,38313,JMB_Chahine_2013_Impact,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; denominator | Students inappropriately apply whole number logic to fraction denominators, incorrectly concluding that a larger denominator makes the fraction larger."
misconception:38315:fraction:whole_number_grab,misconception,38315,JMB_Chahine_2013_Impact,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; number of parts; denominator; numerator | Students use a whole number consistent strategy to compare fractions, focusing on the number of parts (numerator) and judging that the fraction with the biggest number of parts is larger, regardless of the denominator."
misconception:38370:fraction:whole_number_grab,misconception,38370,JMB_Simon_2018_Fostering,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students with a multiple-groups conception of whole-number multiplication can generalize it to mixed-number multipliers by conceptualizing fractional copies, but they struggle to assimilate proper fraction multipliers because taking a part of something contradicts their iteration-based view of multiplication."
misconception:38374:fraction:whole_number_grab,misconception,38374,JMB_Schorr_2000_Impact,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; denominator | Students misapplied whole number reasoning to the denominators of unit fractions, concluding that a fraction with a larger denominator is the larger fraction."
misconception:38377:subtraction:add_instead_of_subtract_column,misconception,38377,JMB_Ebby_2005_Powers,subtraction,add_instead_of_subtract_column,subtraction:add_instead_of_subtract_column,deformation_misconception,strategy_misconception_links.notes;automaton_instance_bindings:error_row_mapper,1056,,407,"operation_direction_reversal: The student incorrectly executed the subtraction algorithm, adding instead of subtracting in the tens place or subtracting the smaller digit from the larger, losing sight of the problem's contextual meaning. | adding instead of subtracting; adding instead of subtracting in the tens place; adding instead of subtracting in the; incorrectly executed the subtraction algorithm; losing sight | The student incorrectly executed the subtraction algorithm, adding instead of subtracting in the tens place or subtracting the smaller digit from the larger, losing sight of the problem's contextual meaning."
misconception:38396:fraction:whole_number_grab,misconception,38396,JMB_Gutstein_1999_Learning,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,strategy_misconception_links.notes;automaton_instance_bindings:error_row_mapper,1070;1071,,681;682,"whole_number_grab: When subtracting a fraction from the whole number one symbolically, students may misinterpret the symbol '1' as representing a single unit fraction rather than one whole. | whole number; whole-number | When subtracting a fraction from the whole number one symbolically, students may misinterpret the symbol '1' as representing a single unit fraction rather than one whole."
misconception:38397:fraction:whole_number_grab,misconception,38397,JMB_Lai_2017_Revisiting,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students interpret the digits to the right of the decimal point as mirror images of whole numbers, incorrectly assuming the place value progresses by multiplying by 10 as you move to the right."
misconception:38398:fraction:whole_number_grab,misconception,38398,JMB_Lai_2017_Revisiting,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students treat the digits after the decimal point as whole numbers but add a suffix to the place value names, interpreting tenths as representing tens, hundredths as hundreds, and thousandths as thousands."
misconception:38399:fraction:whole_number_grab,misconception,38399,JMB_Lai_2017_Revisiting,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students select the decimal with more decimal places as the larger decimal, treating the sequence of digits after the decimal point as another whole number."
misconception:38405:fraction:whole_number_grab,misconception,38405,JMB_Gibbons_2017_Developing,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; denominator; numerator | When comparing fractions with the same denominator, students may treat the numerators as isolated whole numbers rather than as quantities representing a specific number of fractional pieces."
misconception:38421:fraction:whole_number_grab,misconception,38421,JMB_Nabors_2003_From,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,strategy_misconception_links.notes;automaton_instance_bindings:error_row_mapper,1147,,671,"whole_number_grab: Students were unable to conceptually reverse their fractional operations; when asked to construct a new bar given that the original bar was a fraction of it, they incorrectly partitioned the original bar into the denominator's number of parts instead of the numerator's. | number of parts; denominator; numerator | Students were unable to conceptually reverse their fractional operations; when asked to construct a new bar given that the original bar was a fraction of it, they incorrectly partitioned the original bar into the denominator's number of parts instead of the numerator's."
misconception:38441:fraction:whole_number_grab,misconception,38441,JMB_Brousseau_2009_Rationals,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students incorrectly apply the whole-number model of division (sharing into equal parts) to decimal division, believing the divisor must be smaller than the dividend, which creates an epistemological obstacle for operations like dividing by a decimal less than one."
misconception:38456:fraction:whole_number_grab,misconception,38456,JMB_Olive_2006_Making,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,strategy_misconception_links.notes;automaton_instance_bindings:error_row_mapper,1165;1167,,607;608,"whole_number_grab: The student conceived of fractions as pairs of whole numbers rather than as part-to-whole quantitative relations, leading him to incorrectly add the numbers of physical pieces to find a sum. | whole number; whole-number; pairs of whole numbers; denominator | The student conceived of fractions as pairs of whole numbers rather than as part-to-whole quantitative relations, leading him to incorrectly add the numbers of physical pieces to find a sum."
misconception:38477:fraction:whole_number_grab,misconception,38477,JMB_Biddlecomb_2002_Numerical,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,strategy_misconception_links.notes;automaton_instance_bindings:error_row_mapper,934;936,,632;654,"whole_number_grab: Children overgeneralize their whole number counting principles to fractions, believing that larger denominators correspond to larger fractions, or inappropriately adding numerators and denominators. | whole number; whole-number; denominator; numerator | Children overgeneralize their whole number counting principles to fractions, believing that larger denominators correspond to larger fractions, or inappropriately adding numerators and denominators."
misconception:38500:integer:drop_sign_use_magnitude_sum,misconception,38500,JMB_Bush_2013_Prerequisite,integer,drop_sign_use_magnitude_sum,integer:drop_sign_use_magnitude_sum,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"omit negative signs; omit negative signs entirely | Students avoid using negative numbers by treating the negative sign only as a subtraction operation, or they omit negative signs entirely during equation manipulation."
misconception:38554:fraction:whole_number_grab,misconception,38554,JMB_Baek_2017_Preservice,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Preservice teachers may correctly represent fraction operations pictorially but fail to connect those drawn fractional parts to the whole number quantities they represent, losing track of what dollar amount corresponds to which drawn section."
misconception:38558:fraction:whole_number_grab,misconception,38558,JMB_Simon_2018_Empirically-based,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,number of parts; denominator; numerator | Students with a part-whole concept of fractions may believe that improper fractions are impossible because the denominator (number of parts in a whole) cannot be smaller than the numerator.
misconception:38560:fraction:whole_number_grab,misconception,38560,JMB_Simon_2018_Empirically-based,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students may struggle to find a non-unit fraction of a whole number if the task does not immediately follow an opportunity to first find a unit fraction of that whole number, treating the process as two disconnected one-step tasks."
misconception:38566:fraction:whole_number_grab,misconception,38566,JMB_Levenson_2007_Neither,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | The student believed that zero is not divisible by anything because division requires having a concrete quantity or 'something' to divide, equating zero with 'nothing'."
misconception:38571:fraction:whole_number_grab,misconception,38571,JMB_Hackenberg_2013_Fractional,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,strategy_misconception_links.notes;automaton_instance_bindings:error_row_mapper,1075;1076;1077,,702;703;704,whole_number_grab: Students operating with the first multiplicative concept (MC1) add fractional parts by summing the number of parts regardless of their relative size. | number of parts; denominator | Students operating with the first multiplicative concept (MC1) add fractional parts by summing the number of parts regardless of their relative size.
misconception:38594:fraction:whole_number_grab,misconception,38594,JMB_Tzur_2004_Teacher,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,strategy_misconception_links.notes;automaton_instance_bindings:error_row_mapper,1329;1330;1333,,660;700;701,"whole_number_grab: When asked to reproduce a whole from an unmarked non-unit fraction, students inappropriately partitioned the fraction into the number of parts indicated by the denominator rather than the numerator. | number of parts; denominator; numerator | When asked to reproduce a whole from an unmarked non-unit fraction, students inappropriately partitioned the fraction into the number of parts indicated by the denominator rather than the numerator."
misconception:38596:multiplication:drop_second_partial_product,misconception,38596,JMB_Larsson_2017_Students,multiplication,drop_second_partial_product,multiplication:drop_second_partial_product,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"partial product; partial products; omit | When extending multiplication to multi-digit numbers, students may overgeneralize addition strategies by separately multiplying the tens together and the units together, subsequently adding those partial products while completely omitting the cross-partial products."
misconception:38598:multiplication:rigid_factor_order_roles,misconception,38598,JMB_Larsson_2017_Students,multiplication,rigid_factor_order_roles,multiplication:rigid_factor_order_roles,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"rigidly fixed roles; multiplier and multiplicand; struggle to intuitively apply commutativity; asymmetric models; repeated addition | Because early instruction strongly roots multiplication in asymmetric models like equal groups or repeated addition, students struggle to intuitively apply commutativity, viewing the multiplier and multiplicand as rigidly fixed roles."
misconception:38600:fraction:whole_number_grab,misconception,38600,JMB_McGowen_2010_Metaphor,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students rely on the whole-number met-before that multiplication always results in a larger quantity, incorrectly assuming that 2y is greater than y even when y represents a negative value."
misconception:38604:multiplication:drop_second_partial_product,misconception,38604,JMB_Nosrati_2015_Temporal,multiplication,drop_second_partial_product,multiplication:drop_second_partial_product,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,cross product; cross products | Students assume that abstract binary operations (like composing symmetries) must be commutative based on their prior experiences with arithmetic addition.
misconception:38625:fraction:whole_number_grab,misconception,38625,JMB_Nortvedt_2011_Coping,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students incorrectly select whole numbers instead of decimals when given place value text, mistaking 'tenths' for 'tens' due to sight word reading errors or a lack of base-10 understanding."
misconception:38638:fraction:whole_number_grab,misconception,38638,JMB_Imm_2012_Talking,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students believe that a number line cannot be used to model the division of a fraction by another fraction, reasoning that without a whole-number dividend, there is no valid starting point or defined length for the number line."
misconception:38644:fraction:whole_number_grab,misconception,38644,JMB_Yopp_2011_Why,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Teachers have difficulty distinguishing the number 1 from the label 'whole number' or from physical 'units', believing that 1 can only be expressed as a single whole and cannot be represented by a repeating decimal."
misconception:38664:fraction:whole_number_grab,misconception,38664,JMB_Steffe_2003_Fractional,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,strategy_misconception_links.notes;automaton_instance_bindings:error_row_mapper,1280,,689,"whole_number_grab: Students conflated the levels of units when iterating segments to produce equivalent fractions, confusing the number of iterations with the measure of the segment due to a lack of recursive partitioning operations. | whole number; whole-number | Students conflated the levels of units when iterating segments to produce equivalent fractions, confusing the number of iterations with the measure of the segment due to a lack of recursive partitioning operations."
misconception:38666:fraction:whole_number_grab,misconception,38666,JMB_Steffe_2003_Fractional,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,strategy_misconception_links.notes;automaton_instance_bindings:error_row_mapper,1280,,666,"whole_number_grab: The student assimilated a fractional addition situation using a whole number addition scheme, incorrectly adding the numerators and denominators, but immediately rejected the result as illogical. | whole number; whole-number; denominator; numerator | The student assimilated a fractional addition situation using a whole number addition scheme, incorrectly adding the numerators and denominators, but immediately rejected the result as illogical."
misconception:38688:fraction:whole_number_grab,misconception,38688,JMB_Thanheiser_2012_Understanding,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Preservice teachers conceptualize multidigit whole numbers as concatenated digits or groups of ones, treating a regrouped digit by an incorrect reference unit (e.g., treating a regrouped 10 in the tens place as 10 ones instead of 10 tens), leading to confusion when relating it to the hundreds place."
misconception:38691:fraction:whole_number_grab,misconception,38691,JMB_Clarke_2018_Using,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | When using short division to calculate a unit rate, students may incorrectly append the whole number remainder directly as a decimal value rather than expressing it as a fraction of the divisor."
misconception:38707:fraction:whole_number_grab,misconception,38707,JMB_Tillema_2014_Students',fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students incorrectly assume that a combinatorial process producing a decreasing sum of consecutive numbers can simply be evaluated by squaring the initial quantity.
misconception:38708:fraction:whole_number_grab,misconception,38708,JMB_Tillema_2014_Students',fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | When evaluating a sum of consecutive whole numbers, students operating with the second multiplicative concept (MC22D) cannot abstractly anticipate the total number of symmetrically combined addend pairs without materially creating and counting every pair sequentially."
misconception:38732:fraction:whole_number_grab,misconception,38732,ESM_Hunting_1986_Rachel's,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; denominator; numerator | The student erroneously compares fractions by relying on whole-number magnitude rules, assuming that fractions with larger numerators and denominators are inherently larger."
misconception:38733:fraction:whole_number_grab,misconception,38733,ESM_Hunting_1986_Rachel's,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; denominator; numerator | The student inappropriately generalizes whole-number division algorithms to solve non-unit fraction problems, such as dividing the total amount by the numerator or dividing the denominator by the numerator."
misconception:38736:addition:count_all_instead_of_known_fact,misconception,38736,ESM_Gray_1999_Knowledge,addition,count_all_instead_of_known_fact,addition:count_all_instead_of_known_fact,deformation_misconception,strategy_misconception_links.notes;automaton_instance_bindings:error_row_mapper,475,,447,"procedural_count_when_fact_available: Less successful students in arithmetic rely strictly on procedural, step-by-step counting tied to mental analogues of physical objects (like fingers) rather than flexibly using derived facts. | mental analogues; strictly on procedural; step-by-step counting; rather than flexibly using derived facts | Less successful students in arithmetic rely strictly on procedural, step-by-step counting tied to mental analogues of physical objects (like fingers) rather than flexibly using derived facts."
misconception:38822:fraction:whole_number_grab,misconception,38822,ESM_Freudenthal_1981_Major,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students make arithmetic retrieval errors during fraction simplification due to failures in short-term memory rather than a lack of conceptual understanding.
misconception:38823:fraction:whole_number_grab,misconception,38823,ESM_Freudenthal_1981_Major,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students mechanically apply the rule of 'adding two zeros' to multiply by 100 without understanding the underlying reasoning or realizing it only applies to whole numbers.
misconception:38835:fraction:whole_number_grab,misconception,38835,ESM_Courey_2012_Academic,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number; denominator; numerator | Students inappropriately apply whole-number addition and subtraction procedures to fractions by operating straight across the numerators and denominators.
misconception:38838:fraction:whole_number_grab,misconception,38838,ESM_Charalambous_2007_Drawing,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students resist accepting fractions as numbers and instead conceptualize them as two different whole numbers, leading to inappropriate whole-number operations when adding fractions."
misconception:38853:fraction:whole_number_grab,misconception,38853,ESM_Kaasila_2010_Finnish,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students incorrectly interpret the whole number remainder of a division problem as a decimal fraction in tenths rather than a fraction over the divisor.
misconception:38863:fraction:whole_number_grab,misconception,38863,ESM_Bishop_2014_Using,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students overgeneralize from their experience with whole numbers that addition always makes a quantity larger and subtraction always makes a quantity smaller.
misconception:38873:addition:round_without_adjusting,misconception,38873,ESM_Kidron_2008_Abstraction,addition,round_without_adjusting,addition:round_without_adjusting,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"round; approximation; exact | Students incorrectly attribute the structural error in Euler's numerical method solely to the computer's round-off error or the accumulating effect of iterations, rather than recognizing that the algorithm mathematically replaces the exact derivative limit with a finite approximation."
misconception:38877:fraction:whole_number_grab,misconception,38877,ESM_Fischbein_1995_Concept,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students intuitively associate irrational numbers with negative numbers or any number that is not a whole number because they deviate from the original prototype of wholeness.
misconception:38911:decimal:decimal_point_rule_misapplication,misconception,38911,ESM_Alajmi_2007_Reasonable,decimal,decimal_point_rule_misapplication,decimal:decimal_point_rule_misapplication,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"mechanically apply the decimal counting rule; decimal counting rule for multiplication to place the decimal point; incorrect placement when trailing zeros are dropped | Students mechanically apply the decimal counting rule for multiplication to place the decimal point without estimating the magnitude, leading to incorrect placement when trailing zeros are dropped."
misconception:38926:fraction:whole_number_grab,misconception,38926,ESM_Bell_1981_Choice,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students misread decimal numbers in word problems, erroneously interpreting the decimal part as a different whole-number unit of measure or a fraction."
misconception:38947:integer:drop_sign_use_magnitude_sum,misconception,38947,ESM_Kuchemann_1981_Cognitive,integer,drop_sign_use_magnitude_sum,integer:drop_sign_use_magnitude_sum,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"ignoring the signs and operational order; ignoring the signs; taking the smaller absolute number from the larger; simply taking the smaller absolute number | Students incorrectly perform integer subtraction by simply taking the smaller absolute number from the larger one, ignoring the signs and operational order."
misconception:38957:division:stop_after_first_partial_quotient,misconception,38957,ESM_Fluckiger_2005_Macro-situation,division,stop_after_first_partial_quotient,division:stop_after_first_partial_quotient,deformation_misconception,strategy_misconception_links.notes;automaton_instance_bindings:error_row_mapper,439;442,,611;626,"stops_after_first_partial_quotient: Students process long division by incorrectly applying a digit-by-digit Euclidean division, failing to carry remainders to the next place value and mistakenly inserting multiple decimal points into the quotient. | partial quotient; partial quotients | Students process long division by incorrectly applying a digit-by-digit Euclidean division, failing to carry remainders to the next place value and mistakenly inserting multiple decimal points into the quotient."
misconception:38964:fraction:whole_number_grab,misconception,38964,ESM_Stacey_2001_Effect,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students interpret the decimal portion of a number as a whole number, judging decimals as larger if they appear larger when read ignoring the decimal point."
misconception:38967:fraction:whole_number_grab,misconception,38967,ESM_Stacey_2001_Effect,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | When base-ten blocks are repurposed for decimals, students experience confusion remembering the new names and values of the components due to prior associations with whole numbers."
misconception:38979:fraction:whole_number_grab,misconception,38979,ESM_Brizuela_2005_Young,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Children physically cross out or strike a line through a written whole number to represent a half, attempting to symbolically capture the physical action of halving the quantity."
misconception:38980:fraction:whole_number_grab,misconception,38980,ESM_Brizuela_2005_Young,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number; denominator | Children incorrectly overgeneralize partial features of conventional fraction notation by appending a line and the number 2 beneath any whole number when they hear the word 'half'.
misconception:38986:fraction:whole_number_grab,misconception,38986,ESM_Ekenstam_1977_Children's,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students misinterpret the magnitude of decimal numbers by processing the digits to the right of the decimal point as if they were whole numbers or by being confused by different numbers of digits.
misconception:39049:fraction:whole_number_grab,misconception,39049,ESM_Fischbein_1999_Mathematical,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students assume the operator in a multiplication problem must be a whole number and that multiplication always makes the result bigger, constrained by the tacit repeated addition model."
misconception:39073:fraction:whole_number_grab,misconception,39073,ESM_English_1997_Development,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students erroneously believe that a division operation is impossible if the dividend is smaller than the divisor, assuming that division must result in whole numbers and that 'turning it around' is invalid."
misconception:39089:fraction:whole_number_grab,misconception,39089,ESM_Clarke_2009_Students',fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; denominator; numerator | Students use 'gap thinking', focusing on the absolute difference between the numerator and denominator rather than the proportional ratio or size of the parts, essentially treating the fraction as two independent whole numbers."
misconception:39090:fraction:whole_number_grab,misconception,39090,ESM_Clarke_2009_Students',fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students inappropriately apply whole number generalizations to fractions, asserting that a fraction with numerically larger components is always larger, or conversely that smaller digits always yield a larger fraction."
misconception:39110:subtraction:add_instead_of_subtract_column,misconception,39110,ESM_Fischbein_1999_Intuitions,subtraction,add_instead_of_subtract_column,subtraction:add_instead_of_subtract_column,deformation_misconception,automaton_instance_bindings:prune-004_secondary_review,,,,"sometimes reversing the operation; subtracting a larger digit from a smaller one; example reverses ones column as 8-2 | Students find the borrowing procedure in subtraction counter-intuitive, sometimes reversing the operation when subtracting a larger digit from a smaller one."
misconception:39110:subtraction:borrow_across_zero_no_cascade,misconception,39110,ESM_Fischbein_1999_Intuitions,subtraction,borrow_across_zero_no_cascade,subtraction:borrow_across_zero_no_cascade,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"borrowing across zero; across zero; counter-intuitive; counter intuitive | Students find the borrowing procedure in subtraction counter-intuitive, sometimes reversing the operation when subtracting a larger digit from a smaller one."
misconception:39121:integer:drop_sign_use_magnitude_sum,misconception,39121,ESM_HeydMetzuyanim_2013_Co-construction,integer,drop_sign_use_magnitude_sum,integer:drop_sign_use_magnitude_sum,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"attaching plus or minus signs; purely syntactic rule of attaching plus or minus signs | The student seeks to learn arithmetic with negative numbers as a purely syntactic rule of attaching plus or minus signs, ignoring and rejecting the teacher's conceptual model using a number line."
misconception:39124:subtraction:borrow_across_zero_no_cascade,misconception,39124,ESM_Fiori_2005_Experimental,subtraction,borrow_across_zero_no_cascade,subtraction:borrow_across_zero_no_cascade,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,borrowing from 0 | Students incorrectly apply the 'borrowing from 0' technique in subtraction by decreasing the first non-zero digit to the left but failing to substitute 9 for the intermediate zero.
misconception:39125:subtraction:borrow_without_reducing_bases,misconception,39125,ESM_Fiori_2005_Experimental,subtraction,borrow_without_reducing_bases,subtraction:borrow_without_reducing_bases,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"adding 10 without corresponding compensation; without corresponding compensation; bypass the borrowing procedure; bypass the borrowing; inappropriately making the minuend greater; making the minuend greater | When unable to subtract a larger number from a smaller one, students bypass the borrowing procedure by inappropriately making the minuend greater by adding 10 without corresponding compensation."
